Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,India,IND,1750.62284230969
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Bangladesh,BGD,972.880678008085
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Pakistan,PAK,1142.75219568227
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Mexico,MEX,9510.59625434977
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Vietnam,VNM,1684.86601483866
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Peru,PER,5934.54757355255
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Colombia,COL,7447.8772590459
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Philippines,PHL,2639.8684335024
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Nepal,NPL,689.514290996797
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Brazil,BRA,11159.2541552581
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cambodia,KHM,1020.90756485607
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ecuador,ECU,5366.54546590898
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Bolivia,BOL,2392.7656130372
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ethiopia,ETH,486.268505816991
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Paraguay,PRY,3822.86061526076
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Nigeria,NGA,2548.17368034217
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Indonesia,IDN,3834.05622613561
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sri Lanka,LKA,3637.53913009246
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Afghanistan,AFG,619.75131158497
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Myanmar,MMR,1308.74690603163
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Dominican Republic,DOM,6552.69437986094
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,China,CHN,6497.48230504326
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Bhutan,BTN,2668.12125742202
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guatemala,GTM,3052.29506767796
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Nicaragua,NIC,1849.02908590582
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Chile,CHL,14660.5053351618
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kenya,KEN,1133.4585731094
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Honduras,HND,2313.04507576407
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Benin,BEN,804.723972579933
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Azerbaijan,AZE,6115.75820229479
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ghana,GHA,1696.64459489935
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,El Salvador,SLV,3853.10763126621
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Uganda,UGA,672.808655453555
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Tanzania,TZA,842.373754442735
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Haiti,HTI,727.78310802979
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Togo,TGO,553.860243680161
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Senegal,SEN,1042.49470313966
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Congo, Dem. Rep.",ZAR,384.50677661019
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Madagascar,MDG,409.923677163937
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Mongolia,MNG,3946.28078028009
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Niger,NER,383.830732134747
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Morocco,MAR,3239.55203566395
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cameroon,CMR,1303.5887991105
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Burkina Faso,BFA,644.609116491176
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kyrgyzstan,KGZ,1017.14714418448
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Egypt,EGY,2707.08625801197
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Armenia,ARM,3796.51682523475
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Rwanda,RWA,689.688454119423
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Albania,ALB,4543.08796119982
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Algeria,DZA,4794.04889997664
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,American Samoa,ASM,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Andorra,ADO,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Angola,AGO,4153.14625544588
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Antigua and Barbuda,ATG,13708.9951050389
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Arab World,ARB,6415.76819171969
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Argentina,ARG,10514.5878947271
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Aruba,ABW,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Australia,AUS,54708.1838577347
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Austria,AUT,47754.5949904994
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Bahamas,BHS,20683.8686738956
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Bahrain,BHR,22347.9707615986
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Barbados,BRB,15971.0145998208
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Belarus,BLR,6158.99466794232
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Belgium,BEL,45036.1283023386
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Belize,BLZ,4392.54670854914
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Bermuda,BMU,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Bosnia and Herzegovina,BIH,4801.879972943
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Botswana,BWA,7080.11922720715
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,British Virgin Islands,VGB,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Brunei,BRN,32226.0959739965
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Bulgaria,BGR,7612.02494778448
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Burundi,BDI,206.711448660655
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cabo Verde,CPV,3500.20472811162
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Canada,CAN,50000.5596545603
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Caribbean small states,CSS,9039.62011373484
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cayman Islands,CYM,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Central African Republic,CAF,292.164772972741
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Central Europe and the Baltics,CEB,14241.6085316459
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Chad,TCD,951.68530734746
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Channel Islands,CHI,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Comoros,COM,758.693604146563
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Congo, Rep.",COG,3163.17280393834
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Costa Rica,CRI,9237.9516143632
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cote D'Ivoire,CIV,1496.23583727943
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Croatia,HRV,13807.3471951525
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cuba,CUB,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Curacao,CUW,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cyprus,CYP,27787.8061001952
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Czech Republic,CZE,21214.1961368832
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Denmark,DNK,58098.2894307587
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Djibouti,DJI,1650.30782044821
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Dominica,DMA,6916.85070299641
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Early-demographic dividend,EAR,3328.94515944085
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,East Asia & Pacific,EAS,9092.39003589831
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,East Asia & Pacific (excluding high income),EAP,5499.7281669662
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,East Asia & Pacific (IDA & IBRD countries),TEA,5558.05877613924
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Equatorial Guinea,GNQ,19433.2667193828
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Eritrea,ERI,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Estonia,EST,17638.4940176526
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Euro area,EMU,38594.3378586627
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Europe & Central Asia,ECS,24446.5279140204
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Europe & Central Asia (excluding high income),ECA,8332.09991060654
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Europe & Central Asia (IDA & IBRD countries),TEC,8912.4196939864
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,European Union,EUU,35079.1504232241
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Faroe Islands,FRO,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Fiji,FJI,4349.52381718042
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Finland,FIN,45132.7902809347
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Fragile and conflict affected situations,FCS,1431.25877011399
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,France,FRA,41533.8672836724
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,French Polynesia,PYF,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Gabon,GAB,10751.9346741301
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Gambia,GMB,536.277579014395
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Georgia,GEO,4010.25399062559
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Germany,DEU,45408.3059115022
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Gibraltar,GIB,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Greece,GRC,22573.416458041
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Greenland,GRL,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Grenada,GRD,8391.15511048382
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guam,GUM,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guinea,GIN,417.096584819404
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guinea-Bissau,GNB,533.793632288827
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guyana,GUY,3663.4180356253
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Heavily indebted poor countries (HIPC),HPC,831.921952703774
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,High income,HIC,41179.6639599009
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Hong Kong,HKG,36173.3172873724
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Hungary,HUN,14516.6826781668
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,IBRD only,IBD,5477.75942937477
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Iceland,ISL,45411.0449784737
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,IDA & IBRD total,IBT,4345.07248878571
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,IDA blend,IDB,1863.35883826787
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,IDA only,IDX,924.420294794726
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,IDA total,IDA,1260.09476060669
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Iran,IRN,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Iraq,IRQ,5119.25219125906
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ireland,IRL,65292.3828181187
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Isle of Man,IMY,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Israel,ISR,33116.7796575098
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Italy,ITA,33849.3917225903
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Jamaica,JAM,5000.70867606087
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Japan,JPN,47150.3658744904
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Jordan,JOR,3976.04299245955
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kazakhstan,KAZ,10616.6758083519
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kiribati,KIR,1615.57567725956
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Korea North",PRK,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Korea South",KOR,25022.802303227
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kosovo,KSV,3796.23279524959
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kuwait,KWT,35888.5809639936
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Lao PDR,LAO,1531.22114890556
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Late-demographic dividend,LTE,7689.28480003707
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Latin America & Caribbean,LCN,9342.135165862
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Latin America & Caribbean (excluding high income),LAC,9003.72508026001
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Latin America & the Caribbean (IDA & IBRD countries),TLA,9267.58722432293
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Latvia,LVA,14321.2578281742
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Least developed countries: UN classification,LDC,889.125024996056
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Lebanon,LBN,7045.49357676526
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Lesotho,LSO,1370.26587720453
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Liberia,LBR,367.164515129103
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Libya,LBY,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Liechtenstein,LIE,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Lithuania,LTU,15231.2667357474
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Low & middle income,LMY,4224.96421703078
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Low income,LIC,581.747858080132
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Lower middle income,LMC,2018.44870013386
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Luxembourg,LUX,106408.573638395
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Macao SAR, China",MAC,55860.1772000503
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Macedonia,MKD,5093.83584685062
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Malawi,MWI,493.663300175134
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Malaysia,MYS,10878.3892568591
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Maldives,MDV,7221.62057795639
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Mali,MLI,720.809818700554
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Malta,MLT,24351.431861092
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Marshall Islands,MHL,3344.56604777481
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Mauritania,MRT,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Mauritius,MUS,9468.94070241779
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Micronesia, Fed. Sts.",FSM,2793.35806239314
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Middle East & North Africa,MEA,7543.17201687323
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Middle East & North Africa (excluding high income),MNA,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Middle East & North Africa (IDA & IBRD countries),TMN,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Middle income,MIC,4646.09952152519
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Moldova,MDA,1978.25581686022
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Monaco,MCO,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Montenegro,MNE,7259.98558173395
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Mozambique,MOZ,511.467329751204
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Namibia,NAM,6000.03766527734
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Nauru,NRU,11158.9931743099
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Netherlands,NLD,51268.4705645606
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,New Caledonia,NCL,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,New Zealand,NZL,36801.3956717117
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,North America,NAC,51479.4665132824
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Northern Mariana Islands,MNP,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Norway,NOR,89492.8414757362
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Not classified,INX,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,OECD members,OED,37456.6513585412
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Oman,OMN,15965.9401200465
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Other small states,OSS,13596.5697754645
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Pacific island small states,PSS,3235.98481148273
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Palau,PLW,10410.0876647686
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Panama,PAN,10750.9368507626
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Papua New Guinea,PNG,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Poland,POL,14650.116250061
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Portugal,PRT,21960.4748343465
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Post-demographic dividend,PST,41359.3101331306
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Pre-demographic dividend,PRE,1486.55604615556
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Puerto Rico,PRI,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Qatar,QAT,74686.6169581084
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Romania,ROM,9530.65669676963
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Russia,RUS,11038.8109031385
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Samoa,WSM,3641.00863508576
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,San Marino,SMR,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sao Tome and Principe,STP,1292.87185916073
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Saudi Arabia,SAU,21312.8071750919
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Serbia,SRB,5661.10731571878
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Seychelles,SYC,13617.8837786696
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sierra Leone,SLE,490.564068568308
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Singapore,SGP,51855.0794495672
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sint Maarten (Dutch part),SXM,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Slovakia,SVK,18643.146774993
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Slovenia,SVN,23778.5612408151
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Small states,SST,12110.5867512194
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Solomon Islands,SLB,1475.36005561914
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Somalia,SOM,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,South Africa,ZAF,7593.35758283338
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,South Asia,SAS,1598.92588830517
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,South Asia (IDA & IBRD),TSA,1598.92588830517
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,South Sudan,SSD,717.695758193311
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Spain,ESP,30587.5514671385
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,St. Kitts and Nevis,KNA,15080.7730090921
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,St. Lucia,LCA,6822.60606115245
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,St. Martin (French part),MAF,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,St. Vincent and the Grenadines,VCT,6575.44516301052
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sub-Saharan Africa,SSF,1659.98755490857
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sub-Saharan Africa (excluding high income),SSA,1658.87764877133
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1659.98755490857
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sudan,SDN,1807.66324613463
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Suriname,SUR,9114.88346061536
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Swaziland,SWZ,4057.28444100631
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sweden,SWE,55186.0386864456
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Switzerland,CHE,75531.4715401123
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Syrian Arab Republic,SYR,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Tajikistan,TJK,932.911060684009
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Thailand,THA,5775.13676030537
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Timor-Leste,TMP,983.507829222941
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Tonga,TON,3700.24261969027
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Trinidad and Tobago,TTO,16696.0303382953
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Tunisia,TUN,4328.54200497159
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Turkey,TUR,11522.7051171193
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Turkmenistan,TKM,6932.84430669716
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Turks and Caicos Islands,TCA,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Tuvalu,TUV,3706.31417918477
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ukraine,UKR,2825.8500960789
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,United Arab Emirates,ARE,39313.2744016019
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,United Kingdom,GBR,41187.6838839368
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,United States of America,USA,51638.065206636
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Upper middle income,UMC,7611.20104729362
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Uruguay,URY,13943.904349267
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Uzbekistan,UZB,1856.71850256197
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Vanuatu,VUT,2823.1850226432
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Venezuela,VEN,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Virgin Islands (USA),VIR,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,West Bank and Gaza,WBG,2648.97388876169
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,World,WLD,10193.6273141707
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Yemen, Rep.",YEM,774.45049354631
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Zambia,ZMB,1607.35831242587
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Zimbabwe,ZWE,814.56036517248
